,id,title,release_date,vote_average
1967,155,The Dark Knight,2008-07-16,8.519
1968,497,The Green Mile,1999-12-10,8.506
1969,496243,Parasite,2019-05-30,8.5
1970,680,Pulp Fiction,1994-09-10,8.488
1971,372058,Your Name.,2016-08-26,8.486
1972,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
1973,13,Forrest Gump,1994-06-23,8.469
1974,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
1975,346,Seven Samurai,1954-04-26,8.5
1976,769,GoodFellas,1990-09-12,8.458
1977,12477,Grave of the Fireflies,1988-04-16,8.453
1978,157336,Interstellar,2014-11-05,8.4
1979,637,Life Is Beautiful,1997-12-20,8.448
1980,278,The Shawshank Redemption,1994-09-23,8.708
1981,238,The Godfather,1972-03-14,8.689
1982,240,The Godfather Part II,1974-12-20,8.6
1983,424,Schindler's List,1993-12-15,8.567
1984,389,12 Angry Men,1957-04-10,8.546
1985,129,Spirited Away,2001-07-20,8.5
1986,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
1987,155,The Dark Knight,2008-07-16,8.519
1988,497,The Green Mile,1999-12-10,8.506
1989,496243,Parasite,2019-05-30,8.5
1990,680,Pulp Fiction,1994-09-10,8.488
1991,372058,Your Name.,2016-08-26,8.486
1992,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
1993,13,Forrest Gump,1994-06-23,8.469
1994,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
1995,346,Seven Samurai,1954-04-26,8.5
1996,769,GoodFellas,1990-09-12,8.458
1997,12477,Grave of the Fireflies,1988-04-16,8.453
1998,157336,Interstellar,2014-11-05,8.4
1999,637,Life Is Beautiful,1997-12-20,8.448
2000,278,The Shawshank Redemption,1994-09-23,8.708
2001,238,The Godfather,1972-03-14,8.689
2002,240,The Godfather Part II,1974-12-20,8.6
2003,424,Schindler's List,1993-12-15,8.567
2004,389,12 Angry Men,1957-04-10,8.546
2005,129,Spirited Away,2001-07-20,8.5
2006,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2007,155,The Dark Knight,2008-07-16,8.519
2008,497,The Green Mile,1999-12-10,8.506
2009,496243,Parasite,2019-05-30,8.5
2010,680,Pulp Fiction,1994-09-10,8.488
2011,372058,Your Name.,2016-08-26,8.486
2012,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2013,13,Forrest Gump,1994-06-23,8.469
2014,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2015,346,Seven Samurai,1954-04-26,8.5
2016,769,GoodFellas,1990-09-12,8.458
2017,12477,Grave of the Fireflies,1988-04-16,8.453
2018,157336,Interstellar,2014-11-05,8.4
2019,637,Life Is Beautiful,1997-12-20,8.448
2020,278,The Shawshank Redemption,1994-09-23,8.708
2021,238,The Godfather,1972-03-14,8.689
2022,240,The Godfather Part II,1974-12-20,8.6
2023,424,Schindler's List,1993-12-15,8.567
2024,389,12 Angry Men,1957-04-10,8.546
2025,129,Spirited Away,2001-07-20,8.5
2026,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2027,155,The Dark Knight,2008-07-16,8.519
2028,497,The Green Mile,1999-12-10,8.506
2029,496243,Parasite,2019-05-30,8.5
2030,680,Pulp Fiction,1994-09-10,8.488
2031,372058,Your Name.,2016-08-26,8.486
2032,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2033,13,Forrest Gump,1994-06-23,8.469
2034,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2035,346,Seven Samurai,1954-04-26,8.5
2036,769,GoodFellas,1990-09-12,8.458
2037,12477,Grave of the Fireflies,1988-04-16,8.453
2038,157336,Interstellar,2014-11-05,8.4
2039,637,Life Is Beautiful,1997-12-20,8.448
2040,278,The Shawshank Redemption,1994-09-23,8.708
2041,238,The Godfather,1972-03-14,8.689
2042,240,The Godfather Part II,1974-12-20,8.6
2043,424,Schindler's List,1993-12-15,8.567
2044,389,12 Angry Men,1957-04-10,8.546
2045,129,Spirited Away,2001-07-20,8.5
2046,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2047,155,The Dark Knight,2008-07-16,8.519
2048,497,The Green Mile,1999-12-10,8.506
2049,496243,Parasite,2019-05-30,8.5
2050,680,Pulp Fiction,1994-09-10,8.488
2051,372058,Your Name.,2016-08-26,8.486
2052,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2053,13,Forrest Gump,1994-06-23,8.469
2054,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2055,346,Seven Samurai,1954-04-26,8.5
2056,769,GoodFellas,1990-09-12,8.458
2057,12477,Grave of the Fireflies,1988-04-16,8.453
2058,157336,Interstellar,2014-11-05,8.4
2059,637,Life Is Beautiful,1997-12-20,8.448
2060,278,The Shawshank Redemption,1994-09-23,8.708
2061,238,The Godfather,1972-03-14,8.689
2062,240,The Godfather Part II,1974-12-20,8.6
2063,424,Schindler's List,1993-12-15,8.567
2064,389,12 Angry Men,1957-04-10,8.546
2065,129,Spirited Away,2001-07-20,8.5
2066,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2067,155,The Dark Knight,2008-07-16,8.519
2068,497,The Green Mile,1999-12-10,8.506
2069,496243,Parasite,2019-05-30,8.5
2070,680,Pulp Fiction,1994-09-10,8.488
2071,372058,Your Name.,2016-08-26,8.486
2072,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2073,13,Forrest Gump,1994-06-23,8.469
2074,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2075,346,Seven Samurai,1954-04-26,8.5
2076,769,GoodFellas,1990-09-12,8.458
2077,12477,Grave of the Fireflies,1988-04-16,8.453
2078,157336,Interstellar,2014-11-05,8.4
2079,637,Life Is Beautiful,1997-12-20,8.448
2080,278,The Shawshank Redemption,1994-09-23,8.708
2081,238,The Godfather,1972-03-14,8.689
2082,240,The Godfather Part II,1974-12-20,8.6
2083,424,Schindler's List,1993-12-15,8.567
2084,389,12 Angry Men,1957-04-10,8.546
2085,129,Spirited Away,2001-07-20,8.5
2086,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2087,155,The Dark Knight,2008-07-16,8.519
2088,497,The Green Mile,1999-12-10,8.506
2089,496243,Parasite,2019-05-30,8.5
2090,680,Pulp Fiction,1994-09-10,8.488
2091,372058,Your Name.,2016-08-26,8.486
2092,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2093,13,Forrest Gump,1994-06-23,8.469
2094,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2095,346,Seven Samurai,1954-04-26,8.5
2096,769,GoodFellas,1990-09-12,8.458
2097,12477,Grave of the Fireflies,1988-04-16,8.453
2098,157336,Interstellar,2014-11-05,8.4
2099,637,Life Is Beautiful,1997-12-20,8.448
2100,278,The Shawshank Redemption,1994-09-23,8.708
2101,238,The Godfather,1972-03-14,8.689
2102,240,The Godfather Part II,1974-12-20,8.6
2103,424,Schindler's List,1993-12-15,8.567
2104,389,12 Angry Men,1957-04-10,8.546
2105,129,Spirited Away,2001-07-20,8.5
2106,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2107,155,The Dark Knight,2008-07-16,8.519
2108,497,The Green Mile,1999-12-10,8.506
2109,496243,Parasite,2019-05-30,8.5
2110,680,Pulp Fiction,1994-09-10,8.488
2111,372058,Your Name.,2016-08-26,8.486
2112,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2113,13,Forrest Gump,1994-06-23,8.469
2114,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2115,346,Seven Samurai,1954-04-26,8.5
2116,769,GoodFellas,1990-09-12,8.458
2117,12477,Grave of the Fireflies,1988-04-16,8.453
2118,157336,Interstellar,2014-11-05,8.4
2119,637,Life Is Beautiful,1997-12-20,8.448
2120,278,The Shawshank Redemption,1994-09-23,8.708
2121,238,The Godfather,1972-03-14,8.689
2122,240,The Godfather Part II,1974-12-20,8.6
2123,424,Schindler's List,1993-12-15,8.567
2124,389,12 Angry Men,1957-04-10,8.546
2125,129,Spirited Away,2001-07-20,8.5
2126,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2127,155,The Dark Knight,2008-07-16,8.519
2128,497,The Green Mile,1999-12-10,8.506
2129,496243,Parasite,2019-05-30,8.5
2130,680,Pulp Fiction,1994-09-10,8.488
2131,372058,Your Name.,2016-08-26,8.486
2132,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2133,13,Forrest Gump,1994-06-23,8.469
2134,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2135,346,Seven Samurai,1954-04-26,8.5
2136,769,GoodFellas,1990-09-12,8.458
2137,12477,Grave of the Fireflies,1988-04-16,8.453
2138,157336,Interstellar,2014-11-05,8.4
2139,637,Life Is Beautiful,1997-12-20,8.448
2140,278,The Shawshank Redemption,1994-09-23,8.708
2141,238,The Godfather,1972-03-14,8.689
2142,240,The Godfather Part II,1974-12-20,8.6
2143,424,Schindler's List,1993-12-15,8.567
2144,389,12 Angry Men,1957-04-10,8.546
2145,129,Spirited Away,2001-07-20,8.5
2146,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2147,155,The Dark Knight,2008-07-16,8.519
2148,497,The Green Mile,1999-12-10,8.506
2149,496243,Parasite,2019-05-30,8.5
2150,680,Pulp Fiction,1994-09-10,8.488
2151,372058,Your Name.,2016-08-26,8.486
2152,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2153,13,Forrest Gump,1994-06-23,8.469
2154,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2155,346,Seven Samurai,1954-04-26,8.5
2156,769,GoodFellas,1990-09-12,8.458
2157,12477,Grave of the Fireflies,1988-04-16,8.453
2158,157336,Interstellar,2014-11-05,8.4
2159,637,Life Is Beautiful,1997-12-20,8.448
2160,278,The Shawshank Redemption,1994-09-23,8.708
2161,238,The Godfather,1972-03-14,8.689
2162,240,The Godfather Part II,1974-12-20,8.6
2163,424,Schindler's List,1993-12-15,8.567
2164,389,12 Angry Men,1957-04-10,8.546
2165,129,Spirited Away,2001-07-20,8.5
2166,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2167,155,The Dark Knight,2008-07-16,8.519
2168,497,The Green Mile,1999-12-10,8.506
2169,496243,Parasite,2019-05-30,8.5
2170,680,Pulp Fiction,1994-09-10,8.488
2171,372058,Your Name.,2016-08-26,8.486
2172,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2173,13,Forrest Gump,1994-06-23,8.469
2174,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2175,346,Seven Samurai,1954-04-26,8.5
2176,769,GoodFellas,1990-09-12,8.458
2177,12477,Grave of the Fireflies,1988-04-16,8.453
2178,157336,Interstellar,2014-11-05,8.4
2179,637,Life Is Beautiful,1997-12-20,8.448
2180,278,The Shawshank Redemption,1994-09-23,8.708
2181,238,The Godfather,1972-03-14,8.689
2182,240,The Godfather Part II,1974-12-20,8.6
2183,424,Schindler's List,1993-12-15,8.567
2184,389,12 Angry Men,1957-04-10,8.546
2185,129,Spirited Away,2001-07-20,8.5
2186,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2187,155,The Dark Knight,2008-07-16,8.519
2188,497,The Green Mile,1999-12-10,8.506
2189,496243,Parasite,2019-05-30,8.5
2190,680,Pulp Fiction,1994-09-10,8.488
2191,372058,Your Name.,2016-08-26,8.486
2192,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2193,13,Forrest Gump,1994-06-23,8.469
2194,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2195,346,Seven Samurai,1954-04-26,8.5
2196,769,GoodFellas,1990-09-12,8.458
2197,12477,Grave of the Fireflies,1988-04-16,8.453
2198,157336,Interstellar,2014-11-05,8.4
2199,637,Life Is Beautiful,1997-12-20,8.448
2200,278,The Shawshank Redemption,1994-09-23,8.708
2201,238,The Godfather,1972-03-14,8.689
2202,240,The Godfather Part II,1974-12-20,8.6
2203,424,Schindler's List,1993-12-15,8.567
2204,389,12 Angry Men,1957-04-10,8.546
2205,129,Spirited Away,2001-07-20,8.5
2206,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2207,155,The Dark Knight,2008-07-16,8.519
2208,497,The Green Mile,1999-12-10,8.506
2209,496243,Parasite,2019-05-30,8.5
2210,680,Pulp Fiction,1994-09-10,8.488
2211,372058,Your Name.,2016-08-26,8.486
2212,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2213,13,Forrest Gump,1994-06-23,8.469
2214,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2215,346,Seven Samurai,1954-04-26,8.5
2216,769,GoodFellas,1990-09-12,8.458
2217,12477,Grave of the Fireflies,1988-04-16,8.453
2218,157336,Interstellar,2014-11-05,8.4
2219,637,Life Is Beautiful,1997-12-20,8.448
2220,278,The Shawshank Redemption,1994-09-23,8.708
2221,238,The Godfather,1972-03-14,8.689
2222,240,The Godfather Part II,1974-12-20,8.6
2223,424,Schindler's List,1993-12-15,8.567
2224,389,12 Angry Men,1957-04-10,8.546
2225,129,Spirited Away,2001-07-20,8.5
2226,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2227,155,The Dark Knight,2008-07-16,8.519
2228,497,The Green Mile,1999-12-10,8.506
2229,496243,Parasite,2019-05-30,8.5
2230,680,Pulp Fiction,1994-09-10,8.488
2231,372058,Your Name.,2016-08-26,8.486
2232,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2233,13,Forrest Gump,1994-06-23,8.469
2234,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2235,346,Seven Samurai,1954-04-26,8.5
2236,769,GoodFellas,1990-09-12,8.458
2237,12477,Grave of the Fireflies,1988-04-16,8.453
2238,157336,Interstellar,2014-11-05,8.4
2239,637,Life Is Beautiful,1997-12-20,8.448
2240,278,The Shawshank Redemption,1994-09-23,8.708
2241,238,The Godfather,1972-03-14,8.689
2242,240,The Godfather Part II,1974-12-20,8.6
2243,424,Schindler's List,1993-12-15,8.567
2244,389,12 Angry Men,1957-04-10,8.546
2245,129,Spirited Away,2001-07-20,8.5
2246,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2247,155,The Dark Knight,2008-07-16,8.519
2248,497,The Green Mile,1999-12-10,8.506
2249,496243,Parasite,2019-05-30,8.5
2250,680,Pulp Fiction,1994-09-10,8.488
2251,372058,Your Name.,2016-08-26,8.486
2252,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2253,13,Forrest Gump,1994-06-23,8.469
2254,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2255,346,Seven Samurai,1954-04-26,8.5
2256,769,GoodFellas,1990-09-12,8.458
2257,12477,Grave of the Fireflies,1988-04-16,8.453
2258,157336,Interstellar,2014-11-05,8.4
2259,637,Life Is Beautiful,1997-12-20,8.448
2260,278,The Shawshank Redemption,1994-09-23,8.708
2261,238,The Godfather,1972-03-14,8.689
2262,240,The Godfather Part II,1974-12-20,8.6
2263,424,Schindler's List,1993-12-15,8.567
2264,389,12 Angry Men,1957-04-10,8.546
2265,129,Spirited Away,2001-07-20,8.5
2266,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2267,155,The Dark Knight,2008-07-16,8.519
2268,497,The Green Mile,1999-12-10,8.506
2269,496243,Parasite,2019-05-30,8.5
2270,680,Pulp Fiction,1994-09-10,8.488
2271,372058,Your Name.,2016-08-26,8.486
2272,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2273,13,Forrest Gump,1994-06-23,8.469
2274,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2275,346,Seven Samurai,1954-04-26,8.5
2276,769,GoodFellas,1990-09-12,8.458
2277,12477,Grave of the Fireflies,1988-04-16,8.453
2278,157336,Interstellar,2014-11-05,8.4
2279,637,Life Is Beautiful,1997-12-20,8.448
2280,278,The Shawshank Redemption,1994-09-23,8.708
2281,238,The Godfather,1972-03-14,8.689
2282,240,The Godfather Part II,1974-12-20,8.6
2283,424,Schindler's List,1993-12-15,8.567
2284,389,12 Angry Men,1957-04-10,8.546
2285,129,Spirited Away,2001-07-20,8.5
2286,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2287,155,The Dark Knight,2008-07-16,8.519
2288,497,The Green Mile,1999-12-10,8.506
2289,496243,Parasite,2019-05-30,8.5
2290,680,Pulp Fiction,1994-09-10,8.488
2291,372058,Your Name.,2016-08-26,8.486
2292,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2293,13,Forrest Gump,1994-06-23,8.469
2294,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2295,346,Seven Samurai,1954-04-26,8.5
2296,769,GoodFellas,1990-09-12,8.458
2297,12477,Grave of the Fireflies,1988-04-16,8.453
2298,157336,Interstellar,2014-11-05,8.4
2299,637,Life Is Beautiful,1997-12-20,8.448
2300,278,The Shawshank Redemption,1994-09-23,8.708
2301,238,The Godfather,1972-03-14,8.689
2302,240,The Godfather Part II,1974-12-20,8.6
2303,424,Schindler's List,1993-12-15,8.567
2304,389,12 Angry Men,1957-04-10,8.546
2305,129,Spirited Away,2001-07-20,8.5
2306,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2307,155,The Dark Knight,2008-07-16,8.519
2308,497,The Green Mile,1999-12-10,8.506
2309,496243,Parasite,2019-05-30,8.5
2310,680,Pulp Fiction,1994-09-10,8.488
2311,372058,Your Name.,2016-08-26,8.486
2312,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2313,13,Forrest Gump,1994-06-23,8.469
2314,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2315,346,Seven Samurai,1954-04-26,8.5
2316,769,GoodFellas,1990-09-12,8.458
2317,12477,Grave of the Fireflies,1988-04-16,8.453
2318,157336,Interstellar,2014-11-05,8.4
2319,637,Life Is Beautiful,1997-12-20,8.448
2320,278,The Shawshank Redemption,1994-09-23,8.708
2321,238,The Godfather,1972-03-14,8.689
2322,240,The Godfather Part II,1974-12-20,8.6
2323,424,Schindler's List,1993-12-15,8.567
2324,389,12 Angry Men,1957-04-10,8.546
2325,129,Spirited Away,2001-07-20,8.5
2326,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2327,155,The Dark Knight,2008-07-16,8.519
2328,497,The Green Mile,1999-12-10,8.506
2329,496243,Parasite,2019-05-30,8.5
2330,680,Pulp Fiction,1994-09-10,8.488
2331,372058,Your Name.,2016-08-26,8.486
2332,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2333,13,Forrest Gump,1994-06-23,8.469
2334,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2335,346,Seven Samurai,1954-04-26,8.5
2336,769,GoodFellas,1990-09-12,8.458
2337,12477,Grave of the Fireflies,1988-04-16,8.453
2338,157336,Interstellar,2014-11-05,8.4
2339,637,Life Is Beautiful,1997-12-20,8.448
2340,278,The Shawshank Redemption,1994-09-23,8.708
2341,238,The Godfather,1972-03-14,8.689
2342,240,The Godfather Part II,1974-12-20,8.6
2343,424,Schindler's List,1993-12-15,8.567
2344,389,12 Angry Men,1957-04-10,8.546
2345,129,Spirited Away,2001-07-20,8.5
2346,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2347,155,The Dark Knight,2008-07-16,8.519
2348,497,The Green Mile,1999-12-10,8.506
2349,496243,Parasite,2019-05-30,8.5
2350,680,Pulp Fiction,1994-09-10,8.488
2351,372058,Your Name.,2016-08-26,8.486
2352,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2353,13,Forrest Gump,1994-06-23,8.469
2354,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2355,346,Seven Samurai,1954-04-26,8.5
2356,769,GoodFellas,1990-09-12,8.458
2357,12477,Grave of the Fireflies,1988-04-16,8.453
2358,157336,Interstellar,2014-11-05,8.4
2359,637,Life Is Beautiful,1997-12-20,8.448
2360,278,The Shawshank Redemption,1994-09-23,8.708
2361,238,The Godfather,1972-03-14,8.689
2362,240,The Godfather Part II,1974-12-20,8.6
2363,424,Schindler's List,1993-12-15,8.567
2364,389,12 Angry Men,1957-04-10,8.546
2365,129,Spirited Away,2001-07-20,8.5
2366,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2367,155,The Dark Knight,2008-07-16,8.519
2368,497,The Green Mile,1999-12-10,8.506
2369,496243,Parasite,2019-05-30,8.5
2370,680,Pulp Fiction,1994-09-10,8.488
2371,372058,Your Name.,2016-08-26,8.486
2372,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2373,13,Forrest Gump,1994-06-23,8.469
2374,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2375,346,Seven Samurai,1954-04-26,8.5
2376,769,GoodFellas,1990-09-12,8.458
2377,12477,Grave of the Fireflies,1988-04-16,8.453
2378,157336,Interstellar,2014-11-05,8.4
2379,637,Life Is Beautiful,1997-12-20,8.448
2380,278,The Shawshank Redemption,1994-09-23,8.708
2381,238,The Godfather,1972-03-14,8.689
2382,240,The Godfather Part II,1974-12-20,8.6
2383,424,Schindler's List,1993-12-15,8.567
2384,389,12 Angry Men,1957-04-10,8.546
2385,129,Spirited Away,2001-07-20,8.5
2386,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2387,155,The Dark Knight,2008-07-16,8.519
2388,497,The Green Mile,1999-12-10,8.506
2389,496243,Parasite,2019-05-30,8.5
2390,680,Pulp Fiction,1994-09-10,8.488
2391,372058,Your Name.,2016-08-26,8.486
2392,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2393,13,Forrest Gump,1994-06-23,8.469
2394,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2395,346,Seven Samurai,1954-04-26,8.5
2396,769,GoodFellas,1990-09-12,8.458
2397,12477,Grave of the Fireflies,1988-04-16,8.453
2398,157336,Interstellar,2014-11-05,8.4
2399,637,Life Is Beautiful,1997-12-20,8.448
2400,278,The Shawshank Redemption,1994-09-23,8.708
2401,238,The Godfather,1972-03-14,8.689
2402,240,The Godfather Part II,1974-12-20,8.6
2403,424,Schindler's List,1993-12-15,8.567
2404,389,12 Angry Men,1957-04-10,8.546
2405,129,Spirited Away,2001-07-20,8.5
2406,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2407,155,The Dark Knight,2008-07-16,8.519
2408,497,The Green Mile,1999-12-10,8.506
2409,496243,Parasite,2019-05-30,8.5
2410,680,Pulp Fiction,1994-09-10,8.488
2411,372058,Your Name.,2016-08-26,8.486
2412,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2413,13,Forrest Gump,1994-06-23,8.469
2414,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2415,346,Seven Samurai,1954-04-26,8.5
2416,769,GoodFellas,1990-09-12,8.458
2417,12477,Grave of the Fireflies,1988-04-16,8.453
2418,157336,Interstellar,2014-11-05,8.4
2419,637,Life Is Beautiful,1997-12-20,8.448
2420,278,The Shawshank Redemption,1994-09-23,8.708
2421,238,The Godfather,1972-03-14,8.689
2422,240,The Godfather Part II,1974-12-20,8.6
2423,424,Schindler's List,1993-12-15,8.567
2424,389,12 Angry Men,1957-04-10,8.546
2425,129,Spirited Away,2001-07-20,8.5
2426,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2427,155,The Dark Knight,2008-07-16,8.519
2428,497,The Green Mile,1999-12-10,8.506
2429,496243,Parasite,2019-05-30,8.5
2430,680,Pulp Fiction,1994-09-10,8.488
2431,372058,Your Name.,2016-08-26,8.486
2432,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2433,13,Forrest Gump,1994-06-23,8.469
2434,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2435,346,Seven Samurai,1954-04-26,8.5
2436,769,GoodFellas,1990-09-12,8.458
2437,12477,Grave of the Fireflies,1988-04-16,8.453
2438,157336,Interstellar,2014-11-05,8.4
2439,637,Life Is Beautiful,1997-12-20,8.448
2440,278,The Shawshank Redemption,1994-09-23,8.708
2441,238,The Godfather,1972-03-14,8.689
2442,240,The Godfather Part II,1974-12-20,8.6
2443,424,Schindler's List,1993-12-15,8.567
2444,389,12 Angry Men,1957-04-10,8.546
2445,129,Spirited Away,2001-07-20,8.5
2446,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2447,155,The Dark Knight,2008-07-16,8.519
2448,497,The Green Mile,1999-12-10,8.506
2449,496243,Parasite,2019-05-30,8.5
2450,680,Pulp Fiction,1994-09-10,8.488
2451,372058,Your Name.,2016-08-26,8.486
2452,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2453,13,Forrest Gump,1994-06-23,8.469
2454,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2455,346,Seven Samurai,1954-04-26,8.5
2456,769,GoodFellas,1990-09-12,8.458
2457,12477,Grave of the Fireflies,1988-04-16,8.453
2458,157336,Interstellar,2014-11-05,8.4
2459,637,Life Is Beautiful,1997-12-20,8.448
2460,278,The Shawshank Redemption,1994-09-23,8.708
2461,238,The Godfather,1972-03-14,8.689
2462,240,The Godfather Part II,1974-12-20,8.6
2463,424,Schindler's List,1993-12-15,8.567
2464,389,12 Angry Men,1957-04-10,8.546
2465,129,Spirited Away,2001-07-20,8.5
2466,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2467,155,The Dark Knight,2008-07-16,8.519
2468,497,The Green Mile,1999-12-10,8.506
2469,496243,Parasite,2019-05-30,8.5
2470,680,Pulp Fiction,1994-09-10,8.488
2471,372058,Your Name.,2016-08-26,8.486
2472,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2473,13,Forrest Gump,1994-06-23,8.469
2474,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2475,346,Seven Samurai,1954-04-26,8.5
2476,769,GoodFellas,1990-09-12,8.458
2477,12477,Grave of the Fireflies,1988-04-16,8.453
2478,157336,Interstellar,2014-11-05,8.4
2479,637,Life Is Beautiful,1997-12-20,8.448
2480,278,The Shawshank Redemption,1994-09-23,8.708
2481,238,The Godfather,1972-03-14,8.689
2482,240,The Godfather Part II,1974-12-20,8.6
2483,424,Schindler's List,1993-12-15,8.567
2484,389,12 Angry Men,1957-04-10,8.546
2485,129,Spirited Away,2001-07-20,8.5
2486,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2487,155,The Dark Knight,2008-07-16,8.519
2488,497,The Green Mile,1999-12-10,8.506
2489,496243,Parasite,2019-05-30,8.5
2490,680,Pulp Fiction,1994-09-10,8.488
2491,372058,Your Name.,2016-08-26,8.486
2492,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2493,13,Forrest Gump,1994-06-23,8.469
2494,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2495,346,Seven Samurai,1954-04-26,8.5
2496,769,GoodFellas,1990-09-12,8.458
2497,12477,Grave of the Fireflies,1988-04-16,8.453
2498,157336,Interstellar,2014-11-05,8.4
2499,637,Life Is Beautiful,1997-12-20,8.448
2500,278,The Shawshank Redemption,1994-09-23,8.708
2501,238,The Godfather,1972-03-14,8.689
2502,240,The Godfather Part II,1974-12-20,8.6
2503,424,Schindler's List,1993-12-15,8.567
2504,389,12 Angry Men,1957-04-10,8.546
2505,129,Spirited Away,2001-07-20,8.5
2506,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
2507,155,The Dark Knight,2008-07-16,8.519
2508,497,The Green Mile,1999-12-10,8.506
2509,496243,Parasite,2019-05-30,8.5
2510,680,Pulp Fiction,1994-09-10,8.488
2511,372058,Your Name.,2016-08-26,8.486
2512,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
2513,13,Forrest Gump,1994-06-23,8.469
2514,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
2515,346,Seven Samurai,1954-04-26,8.5
